Ssp,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,bio4,bio5,bio15,bio16,bio17,bioalt,lon,lat
cinereus,-0.01716737,-0.33836022,0.168265834,0.464098697,-0.01794955,0.285383168,0.468056146,0.082283267,-0.042923673,-0.09664617,-0.013399111,-0.041086507,-0.324792078,0.059524089,-0.182620649,0.07891692,710.4974519,35,48.22926547,162,35,1171,-112.568,34.3102
cinereus,-0.489327845,-0.204675115,0.245208724,1.381997206,-0.476982124,0.126436359,0.274929921,-0.085526783,-0.177045859,-0.00118392,0.116057948,0.216385679,-0.544107783,0.004186791,-0.730082574,-0.089986051,670.2830337,30.29999924,72.38318446,246,36,1671,-109.2060203,31.883903
cinereus,1.321518357,0.224857282,0.044629671,-0.124500194,-0.549369242,0.801459602,0.928249893,-0.678401869,0.57104078,0.012993783,-0.562534503,0.412347404,0.316328701,-0.084920685,0.833501383,0.591956596,670.2830337,30.29999924,72.38318446,246,36,1671,-109.2060203,31.883903
cinereus,3.002763752,0.946100835,-0.75326803,-0.49540448,0.433537588,1.168937646,-1.051602838,0.297073451,-1.340418227,-0.674444159,-0.052177753,-0.761318034,-0.277418401,0.006316823,0.140915228,-0.028876944,668.3029253,30,72.11237014,249,36,1754,-109.181275,31.88435417
cinereus,1.392021177,-0.407903105,-0.105483763,0.165008451,-0.177606068,0.191513886,1.337590334,-0.116881468,0.242290019,-1.166761726,-0.543240629,-0.052851806,0.357868067,-0.132575126,-0.269216344,-0.603382897,701.1111202,33,72.33076568,209,29,1462,-109.15,31.91666667
cinereus,1.316117729,1.001212478,-0.698091238,-0.236158217,-0.496871732,-0.622787764,0.209210151,0.306594293,-0.875980003,-0.128784674,0.055593633,0.362121431,0.036351138,0.105519892,0.036834979,0.143720981,689.539808,32.29999924,73.03581462,222,30,1594,-109.15,31.9
cinereus,1.399487805,-0.356153046,-0.185906567,-0.876219871,-0.328062982,-0.180336476,0.338922406,-0.021087824,0.142383797,-0.423014951,0.159460366,-0.703309905,0.568744552,-0.454696004,-0.070213325,0.156341821,383.3116796,25.20000076,93.24372622,434,10,164,-122.3028711,37.93558061
cinereus,2.17216686,-1.564968804,0.313450223,0.126522347,0.647600334,-0.532162992,-0.133368464,-0.669497497,-0.089875265,-1.106425684,-0.078342746,-0.514869827,-0.122068249,-0.292236217,0.138402003,0.018569742,513.5194902,29,91.78460245,255,6,44,-122.0049942,37.97650292
cinereus,3.190502018,-0.671248235,-0.107061414,-1.356763845,0.028971598,-0.220952425,0.44679056,0.401631521,-0.200361577,0.290272228,0.241210133,-0.417673419,-0.156299311,0.291653576,-0.188416929,-0.189645365,382.1953688,24.70000076,92.44061438,421,10,217,-122.2659733,37.91381773
cinereus,2.320623045,-0.456898936,-0.008809506,-2.224284861,0.884389546,-0.160290778,0.320192197,-0.32054264,-0.432418627,-0.41618197,0.690352157,0.113622475,-0.06501966,0.291406156,-0.137246613,0.138462427,361.9274502,25.5,94.00730683,392,8,2,-122.3246394,37.91586013
cinereus,1.052683311,-0.30107967,-0.266481695,-1.098215346,-0.50310548,-0.138408871,-0.048277344,0.857805884,0.515610044,0.234408959,0.079858447,0.144317295,0.052019021,0.145580556,-0.469437387,0.169364339,499.6407876,28.60000038,91.46810767,259,6,15,-122.051741,37.95019544
cinereus,3.569256938,-0.464622936,-0.510956407,-1.177480985,0.383394073,-1.05473923,-0.084577664,1.385946667,-0.71995259,-0.254204766,0.318075301,-0.690394279,-0.33101579,-0.227484608,0.173896828,-0.32663317,538.8474822,28.79999924,90.10176755,206,6,24,-121.8600653,38.00029073
cinereus,0.533450392,1.290930367,-0.88799408,0.243107962,-1.432241942,-0.308825111,-0.414183782,-0.287235515,0.1197085,0.172207599,0.107490786,0.443960503,0.262682284,0.298605868,0.106616434,-0.223265911,795.1514874,36.20000076,64.68740303,158,30,1031,-103.4154284,32.33769031
cinereus,0.432513349,0.492563538,0.055454157,-0.813658279,-0.070812721,-0.371761204,0.637253971,0.895379218,-0.01335058,0.680354627,0.236707425,-0.05111415,-0.062009183,-0.435865898,-0.201935371,0.647230963,730.0003929,32.79999924,60.02729812,191,38,1667,-108.9166667,33.5
cinereus,0.667099458,0.245910242,-1.005603375,-1.029583856,-1.360459632,0.337935094,0.064770242,-0.255505704,-0.135421248,-0.540612978,-0.388304178,0.531968695,0.364891147,0.167498156,-0.162789392,0.030442285,730.0003929,32.79999924,60.02729812,191,38,1667,-108.9166667,33.5
cinereus,0.005294402,-0.754632802,-0.195784326,0.545764119,-0.923665667,-0.537217472,-0.464753766,-0.045493005,0.923772125,0.423167638,0.452262216,0.970077477,0.053200476,0.02477128,-0.653142514,-0.172278776,730.0003929,32.79999924,60.02729812,191,38,1667,-108.9166667,33.5
cinereus,1.41560616,-0.209305833,-0.48087587,-0.538531807,-0.970121292,0.022470439,-0.263761312,-0.185503341,0.625362528,-0.568471494,0.096799638,0.084920534,-0.117631481,-0.281907953,0.417564643,0.007126849,684.1246086,33.79999924,76.95363342,196,26,1376,-109.0333333,31.36666667
cinereus,4.204739362,-1.338789572,0.899197766,0.112061416,2.015657829,0.203446067,0.2938291,0.360438897,0.978740761,-0.438564983,-0.027708938,-0.325273712,0.931702926,-0.383394691,-0.536323098,0.404017819,587.0385099,31.60000038,69.7351898,201,34,1435,-103.2585862,29.22704666
cinereus,3.625531554,-1.223530759,0.098041588,-0.730311545,0.47204976,0.548573033,0.246326467,-0.504331732,0.191580897,-0.606333089,-0.425423213,0.284593338,0.105071879,0.070141761,0.161592293,0.326165041,587.0385099,31.60000038,69.7351898,201,34,1435,-103.2585862,29.22704666
cinereus,0.101254712,0.53444596,-0.072927626,-3.171121192,0.147565622,-0.515667996,0.376156388,1.121907977,0.75748139,0.444813661,0.871854759,-0.954481956,-0.633679994,-0.132223353,-0.066116557,0.508873631,878.1005728,24.5,20.27943321,153,88,1941,-111.8561383,41.45364401
semotus,-4.823815739,-2.331640767,0.789724463,0.306124878,-0.566016715,-0.16216946,0.323865068,0.283646744,0.637126626,1.494777741,-0.0630323,0.020907023,0.119467972,-1.012968261,0.15711335,-0.100368054,127.2159403,27.39999962,56.32848883,677,267,322,-155.574148,20.115735
semotus,-1.380128571,-0.874690013,0.044329698,-0.769174601,0.506646479,0.584718533,-0.990356955,0.582401163,-0.301504796,0.668888373,-0.319677913,0.705815238,0.505573059,0.095192483,0.509984458,0.297228055,126.7244756,25,49.08463033,639,241,843,-155.65886,20.02559
semotus,-1.688304778,-0.776402417,0.395775359,-0.104561014,1.475453838,-0.350988744,-0.181378479,0.38313719,-1.01904557,0.584798681,-0.221335053,0.567843023,0.44951366,-0.452329016,0.065775943,-0.196560139,127.0349583,27.60000038,29.73546818,621,404,25,-155.6032654,20.09997956
semotus,-2.678871663,-1.341890527,0.550849076,-0.461286666,1.365752641,-0.797807428,0.539968555,0.049193393,-0.514412805,0.038599625,-0.482879078,0.407177712,0.320581712,0.532551027,0.27625583,-0.106822394,112.9527854,29.29999924,34.40447283,374,223,49,-155.9054318,19.42191492
semotus,-1.776719621,-2.532104592,0.360315338,-0.683115044,0.010039167,-1.23667209,-0.126558422,0.34326249,-0.541641438,0.066852746,0.449107988,-0.357423025,-0.469301346,0.124814702,-0.378331013,-0.306721762,125.7432619,28.60000038,43.79938083,730,251,27,-155.598459,20.10797416
semotus,-2.16272763,-1.162959408,0.036112833,0.080866839,0.564760223,0.2730677,-1.394641427,0.531389906,-0.228201779,0.044949595,-0.424949044,1.154035114,-0.874193566,0.350968076,0.630762782,-0.240525394,125.7432619,28.60000038,43.79938083,730,251,27,-155.598459,20.10797416
semotus,-6.441647056,-0.302762069,0.711566056,-0.726828089,1.67008274,0.658820742,0.793191962,0.115613571,-0.138727409,-1.051350031,-0.251525203,0.081018101,0.34266334,0.059345666,0.391403589,-0.671232692,124.8901179,26.10000038,44.87337907,608,300,706,-155.8347201,19.79369562
semotus,-2.77047999,-1.59837129,0.403446005,0.284624212,1.260289373,-0.339748351,0.001293089,0.128393835,-0.866740822,-0.312902901,-0.117987151,0.424734269,0.329820237,0.834459715,0.009846306,-0.227920935,124.8901179,26.10000038,44.87337907,608,300,706,-155.8347201,19.79369562
semotus,-4.878029746,-0.991272949,0.457078356,0.782194827,0.446655405,-0.147600685,-0.085265845,0.25206437,0.81797671,-1.16266019,-0.238274022,-0.246460704,0.494409223,0.581641002,-0.221581918,-0.209141944,126.7087859,27.5,50.12278135,661,234,396,-155.591387,20.11355539
semotus,-2.268011543,-1.713193313,0.439887955,-0.914580319,0.595735359,0.550732147,0.120413873,-0.073263983,-0.677721454,0.534455152,0.160834506,0.433442458,0.308450603,0.177327299,0.542558516,-0.23607708,125.7763433,28.79999924,39.11232818,761,380,10,-155.6077248,20.10972486
semotus,-3.433281144,-3.02221413,0.647752036,1.37979573,1.233141606,-0.708686371,-1.875041856,-0.040566336,-0.908147826,-0.41950208,-1.193405635,-0.65282598,-0.262806118,0.169948637,1.024136509,0.713205363,127.7396814,17.70000076,40.02836842,299,133,2214,-155.4921382,19.6250643
semotus,-3.025738605,-0.457886723,0.203535386,1.082405405,1.018802206,0.287884014,-1.040018078,1.025855274,-0.609770261,0.031890239,-0.06641074,-1.368284405,0.499262927,-0.394847139,-0.490389234,-0.308282267,107.0754689,28.5,38.47283119,1167,588,65,-155.0220287,19.34574145
semotus,-4.202469772,-0.267002612,0.103401886,0.937832162,0.770364993,0.047901628,-1.170992679,0.847570542,0.677285446,0.321623691,0.620953001,-0.50166743,1.147077059,-0.461117225,0.049227561,-0.374778518,129.3134564,16,42.33367468,273,114,2642,-155.4673597,19.57799507
semotus,-0.018098323,-1.658042539,0.231753687,-0.126968369,-0.269104248,0.766802205,-0.475537784,0.118887907,0.080973796,0.42314927,-0.945575257,-0.171834664,-0.515479227,0.044612404,-0.265599846,-0.171840828,183.45176,22,29.36913082,788,437,1349,-159.5243593,22.0835957
semotus,-3.175060857,0.764597937,-0.052300417,0.159470324,1.22848096,-0.810474876,-0.302214122,0.307632289,-0.984149528,0.242938577,-0.529538014,0.516388646,-0.074765356,-0.263217415,0.804142997,0.251630847,183.45176,22,29.36913082,788,437,1349,-159.5243593,22.0835957
semotus,-1.690070004,-1.370534438,0.177534477,1.315227623,-0.479700803,0.934839354,-0.300416503,0.30441239,-0.433344145,0.267045863,-0.002421754,-0.305602981,0.656667719,0.453875015,0.336528987,-0.225373784,183.45176,22,29.36913082,788,437,1349,-159.5243593,22.0835957
semotus,-2.939233461,-1.391965866,0.217789383,0.853380025,-0.580785457,0.691162841,-0.289902955,0.346593306,0.698491065,0.284290342,0.583828387,-0.004771984,-0.470359225,-0.033676352,0.018895951,-0.498043116,161.1623248,28.79999924,41.25048225,285,127,58,-159.658182,21.96488662
villosissimus,-2.440330773,2.365927192,-0.222493751,1.113238009,0.210140647,0.327821076,0.962492233,-1.014487683,-0.674728076,-0.154967327,-0.163294464,0.492109833,-0.229008069,0.167534673,0.189697698,-0.167914688,485.739832,28.79999924,25.13374692,330,175,26,-58.55988709,-34.54954329
villosissimus,-1.230024458,1.78958607,-1.71861251,0.262257922,-1.16556398,-2.238278726,-1.323489398,1.08909736,-0.249868447,-0.047448232,0.605635274,1.02666314,-0.166792765,-0.321016605,0.151244985,-0.40351241,486.6589567,28.10000038,21.80125396,337,198,28,-58.45355667,-34.6189117
villosissimus,-6.416673324,1.925829575,0.49404617,0.707724549,0.812846256,-1.339625622,2.085509985,-0.036348895,0.158389383,-0.892499191,0.739887066,-0.261568055,0.566919521,1.001846913,0.392184651,0.2347915,490.198615,28.5,23.52204046,341,190,21,-58.483334,-34.633331
villosissimus,-2.322761552,0.863155982,0.158007719,-1.546598965,0.565471432,-0.158332865,1.390675525,-0.495997872,-0.491844486,0.838110806,0.038599259,0.30647721,0.536788756,0.021853105,0.120026274,-0.307451644,473.2423638,23.5,62.00697277,471,109,316,-71.5397,-41.9658
villosissimus,-1.501751403,1.109034523,-0.316394857,0.914372975,-0.12091824,0.483586631,-0.856895119,-0.930296569,0.25221095,-0.402963655,0.380355007,-0.610138702,-0.182052436,-0.101523219,-0.416338259,0.196457986,461.9589419,27.29999924,9.000859714,272,236,77,-56.21666667,-34.73333333
villosissimus,-1.20070921,1.283170206,-0.777132557,-0.275549473,-0.763796441,0.369289661,-0.461971589,0.314465842,0.058384664,-0.270594207,0.388052126,0.124807869,-0.00640858,-0.34207533,-0.114969177,0.156914207,456.1814283,26.89999962,8.707701533,257,227,40,-56.1166667,-34.85
villosissimus,-4.610783171,0.350279478,-0.496057302,-2.385968483,-1.493264255,1.430040241,0.151797028,0.272866731,0.440639251,-0.831770267,0.107327573,0.114259245,-0.827483846,0.033757286,-0.01848301,-0.365867619,456.1814283,26.89999962,8.707701533,257,227,40,-56.1166667,-34.85
villosissimus,-1.203936765,1.213631312,-0.690999021,-0.106984797,-0.677676802,0.747742405,-0.27392312,0.388678117,-0.000791083,-0.638318782,0.12967937,0.237345349,-0.852919832,-0.169545462,0.465699389,-0.565888713,458.3559358,26.70000076,9.283544921,253,214,26,-56.18333333,-34.88333333
villosissimus,-2.251979455,1.430125728,0.145206907,1.990144725,0.538604975,0.099328816,-0.196498159,-0.758080779,-0.143498327,0.355672697,0.282149373,0.095115703,-0.097053577,-0.221471133,-0.410250982,-0.138631837,478.9767892,28.5,13.36279969,333,251,88,-57.1,-34.2
villosissimus,-2.375891791,0.493934362,-0.026754173,0.80408817,-0.248640772,0.409035497,0.377450781,-0.472013888,-1.492749461,0.391626562,-0.461641689,-0.963272767,-0.66918349,0.235498462,0.114912112,-0.167257605,315.5091415,24.5,114.9130891,43,0,880,-70.53333333,-30.01666667
villosissimus,-7.573627858,-1.169066385,-0.416091137,-2.131500483,-0.906913122,-0.406221894,-0.76603502,-2.800498988,-0.877779879,0.337314931,0.653469102,0.061599053,1.076708912,0.864207639,-0.374347714,0.183570868,322.0883593,26.39999962,118.3100889,265,1,88,-71.27018232,-32.99916169
villosissimus,-1.499460307,0.204803444,-0.735022254,-0.42542471,-0.700241271,-0.701124736,-1.427316952,0.018652279,-0.172697359,-0.962484165,-0.19973108,0.709463853,-0.539213265,0.253291527,0.355691941,0.259630206,469.2859967,29.29999924,107.0595679,246,7,451,-70.80903616,-33.50099893
villosissimus,-2.465435724,-0.531196518,0.414319451,-0.200296336,0.093474636,-0.630957162,0.59761722,-0.165249791,0.350197915,0.563937822,-0.120293311,0.308245382,0.020361082,-0.194100956,-0.501486633,0.156571671,289.7830944,25.10000038,118.4478875,279,3,144,-71.43430128,-33.05079137
villosissimus,-3.279775996,-0.839013369,0.005527273,-0.6433429,-0.533346601,-0.562627575,0.251141198,0.484998399,0.322210116,0.172047983,-0.317444723,0.067780722,-0.341468502,-0.144991041,-0.428295059,0.041392842,477.5527426,29,104.2540435,261,8,549,-70.6421998,-33.4612531
villosissimus,-3.230527964,0.200266358,-0.105005969,-1.156950286,-0.136837258,-0.539812406,0.433721412,0.351749162,-0.113732581,0.358517516,-0.398978443,0.145908591,-0.135147372,-0.098898089,-0.518659136,-0.212670525,477.5527426,29,104.2540435,261,8,549,-70.6421998,-33.4612531
villosissimus,-2.900964797,0.214852325,0.031576451,0.825597484,-0.508193144,0.3694506,-0.079395222,-0.454351408,0.685807743,-0.093521349,-0.410227283,0.342117738,-0.335993478,0.03449077,-0.767023874,-0.230383409,94.3237518,27.20000076,41.26083128,1465,548,1144,-70.71666667,-13.4
villosissimus,-3.43800328,0.774260855,-0.413324253,-1.228297873,0.894241396,-1.30316767,-1.58848973,0.136068439,-0.519330621,-0.27542213,-0.541342998,-0.113402758,-0.229907928,0.070961688,-0.161932184,0.166721291,31.43957164,18.5,46.72046757,623,256,2586,-74.075833,4.598056
villosissimus,-2.638439506,-0.864950662,0.336187078,0.308012814,-0.676752513,-0.018570352,-0.46669612,1.032139246,0.456858161,0.214137161,-0.392698533,-0.764355092,-0.329004955,-0.217484146,0.524206154,0.30001761,32.98300415,22.39999962,48.48959562,580,139,1886,-73.923611,4.529722
villosissimus,-5.91617621,1.22529761,0.332602156,0.792840179,-0.770372023,0.395202327,0.563827222,-0.231350543,0.673472099,-0.119988415,0.133333202,-0.057122179,-0.880332227,-0.953384255,0.193720381,-0.213609084,50.06812682,32.79999924,48.0858116,981,318,246,-74.75,5.2
villosissimus,-3.308430333,1.411195298,-0.550230754,-0.414567003,0.309274538,-0.219992091,-0.944605035,0.267429392,0.712418453,-1.767549758,0.073211229,0.594521912,0.206625597,-0.206129228,-0.333800577,0.575690081,363.0729628,31.60000038,27.01528997,475,238,167,-56.95810326,-25.66918381
villosissimus,-1.535439166,0.661200428,-0.520227728,0.934556482,-1.574077911,-0.304889238,-1.229506983,1.220968888,-0.634023449,0.859180653,0.646725539,-0.966341562,0.937992734,0.318870594,0.204556093,0.521470193,82.11226248,25.39999962,54.84317328,415,80,1331,-66.97208794,10.45418131
villosissimus,-2.507481538,0.791787783,-0.872684081,-0.370683491,-1.043548312,-1.233320174,0.12896594,-0.124032545,0.158556731,0.206853234,-1.642763325,0.02914356,0.348248134,-0.168162333,0.254370396,0.035721028,81.25320637,23,47.00294097,367,86,1819,-66.88505144,10.53481787
villosissimus,-5.878388495,-0.043030996,-0.108617435,0.950041568,-0.527120704,0.282273308,-0.367386448,0.570191743,-0.647719266,0.144613588,-0.957549641,-0.488827918,0.687725518,-0.036068431,-0.56149791,-0.145999771,81.25320637,23,47.00294097,367,86,1819,-66.88505144,10.53481787
villosissimus,-3.090681306,1.159868917,-0.181975529,1.676358129,-0.708894512,0.06035162,1.072846483,-0.36144085,0.020852145,-0.123549446,-0.435219225,0.676254248,-0.576815813,0.143951988,0.119975079,0.379599819,81.25320637,23,47.00294097,367,86,1819,-66.88505144,10.53481787
villosissimus,-4.328741442,-0.207310744,0.012558646,0.780957458,-1.255486703,0.101316824,0.695411834,-0.170249704,0.360387501,0.244642343,-0.542917898,-0.475363186,-0.021302996,0.362192141,-0.241043457,-0.034645218,82.77388764,25.89999962,55.8140519,438,81,1220,-66.95217108,10.53717677
villosissimus,-5.108741346,1.275316229,-0.165387343,0.818695836,-0.582566404,-0.578710133,0.305401876,0.124880767,0.659497957,0.193734978,0.151884902,0.526344798,-0.528825765,-0.402917649,-0.214866253,0.850784894,97.42905375,33.70000076,68.07311345,271,36,35,-70.6175761,11.16687056
villosissimus,-2.715186921,-0.274209571,-0.148640515,-0.3647031,-0.385300739,-0.683174258,-0.468932951,0.495080174,0.956333626,-0.326941253,0.78784143,0.388489903,-0.256882734,-0.212391783,-0.117719734,-0.046664206,183.7668692,29.70000076,85.88128633,144,22,18,-90.31752089,-0.751483265
villosissimus,-2.652427572,-0.169404079,-0.647160011,-0.789495156,-0.50377592,-0.143525112,-0.546915775,0.144155133,-0.241714023,-0.2312346,0.20555101,0.458351507,0.759789234,0.228565,0.000539069,-0.186955152,183.7668692,29.70000076,85.88128633,144,22,18,-90.31752089,-0.751483265
villosissimus,-3.506683158,-0.749573248,0.235162014,-1.764349358,0.12312172,-0.005053857,0.094518795,-0.005888844,0.850983957,0.530181517,-0.561774342,0.683381638,-0.33354132,-0.026441052,0.011443294,0.270134624,157.4079811,30.20000076,103.9381579,113,5,24,-90.50765146,-0.54824213
villosissimus,-2.850231184,-1.054948994,0.516162613,-0.914882704,0.928366596,4.670160255,-0.025133447,2.685817634,-0.898078625,0.015278829,0.900495179,0.968691226,0.615833219,-0.044698191,-0.315589059,0.359563623,171.1923382,26.10000038,72.39082879,174,32,688,-90.337189,-0.639359
villosissimus,-2.627275333,0.615237498,-0.618863754,-0.854316717,-1.061301771,-0.40268556,-0.398589922,0.072112881,0.739848012,0.361673305,0.638488709,-0.677291725,0.172953367,0.546843053,-0.00627816,-0.179050991,171.1923382,26.10000038,72.39082879,174,32,688,-90.337189,-0.639359
villosissimus,-3.554382797,1.669554022,-0.656332183,-0.422070456,-0.87552037,0.523012109,-0.226683422,-1.132228387,-0.13510063,0.470635951,0.176211013,-0.312057945,0.290074517,0.089678491,0.281895676,0.17005874,171.1923382,26.10000038,72.39082879,174,32,688,-90.337189,-0.639359
villosissimus,-6.961543132,-1.821412029,0.423804026,1.053260485,-0.811388892,-0.721881313,1.165844538,-1.10780094,-1.59200463,-1.439933296,1.17355103,-0.703396326,-0.32312444,-0.049592299,-0.752115728,0.103002756,171.1923382,26.10000038,72.39082879,174,32,688,-90.337189,-0.639359